Data, Hora, Municipio, Nro da Ocorrencia, Tipo de Via, Tipo Logradouro, Logradouro, KM, Natureza Ocorrencia, Tipo Ocorrencia, Historico, Teor Alcoolico, Falecimento Posterior, Ocorrencia Falecimento, Motorista Embriagado, Pedestre Embriagado, Veiculo Fugou, Motorista sem CNH
"22/05/2011","19:20","Bagé","6389","Federal","Rodovia","BR 293","136,7","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"04/10/2011","22:27","Bagé","11746","Municipal","Avenida","GENERAL MALLET","","Colisão Lateral","Homicídio De Trânsito","","0","","","N","","",""
"24/09/2011","23:15","Bagé","11407","Municipal","Avenida","SAO JUDAS TADEU","","Atropelamento","Homicídio De Trânsito","","","25/09/2011","","","","",""
"02/07/2011","22:45","Balneário Pinhal","6686","Estadual","Rodovia","RS 040","92","Colisão","Homicídio De Trânsito","","","02/07/2011","","","","",""
"15/10/2011","19:30","Barão","6677","Estadual","Rodovia","RS 470","244","Colisão","Homicídio De Trânsito","","","15/10/2011","","NÃO INF.","N","N","NÃO INF."
"06/03/2011","17:30","Barão","1571","Municipal","Estrada","LINHO PASSO DA PIMENTA","","Capotagem","Encontro De Cadáver","","","","","","","",""
"17/10/2011","08:15","Barão de Cotegipe","509","Estadual","Rodovia","RS 480","56","Tombamento","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"06/03/2011","20:50","Barão de Cotegipe","151 / 919632","Estadual","Rodovia","RS 480","57","Tombamento","Lesão De Trânsito","","","15/03/2011","3405","NÃO INF.","N","N","S"
"03/09/2011","11:30","Barão de Cotegipe","10368","Municipal","Estrada","LINHA DUAS","","Tombamento","Homicídio De Trânsito","","","03/09/2011","","","","",""
"30/09/2011","21:15","Barra do Guarita","336","Municipal","Rua","SALGADO FILHO","","Atropelamento","Homicídio De Trânsito","","","30/09/2011","","","","",""
"16/06/2011","09:45","Barra do Ribeiro","952","Estadual","Rodovia","RS 713","2","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"01/06/2011","05:00","Barra do Ribeiro","890","Federal","Rodovia","BR 116","316,8","Colisão","Homicídio De Trânsito","","","","","","","",""
"22/05/2011","22:00","Barra do Ribeiro","820","Federal","Rodovia","BR 116","328,4","Tombamento","Homicídio De Trânsito","","","","","","","",""
"30/04/2011","06:00","Barra do Ribeiro","663","Municipal","Avenida","VISCONDE DO RIO BRANCO","","Capotagem","Outros Acidentes","","","","","","","",""
"26/08/2011","04:40","Barra do Ribeiro","5627","Federal","Rodovia","BR 116","326,6","Colisão","Homicídio De Trânsito","","","","","","","",""
"20/02/2011","19:30","Barra do Ribeiro","327","Federal","Rodovia","BR 116","339","Colisão","Lesão De Trânsito","","","25/02/2011","267","","","",""
"16/02/2011","21:15","Barra do Ribeiro","226","Estadual","Rodovia","RS 709","1","Colisão","Homicídio De Trânsito","","","","","","","",""
"30/04/2011","23:30","Barra do Ribeiro","1816","Federal","Rodovia","BR 116","332,3","Tombamento","Homicídio De Trânsito","","","","","","","",""
"05/11/2011","04:15","Barra do Ribeiro","1565","Federal","Rodovia","BR 116","342,9","Colisão","Lesão Corporal Seguida De Morte","","","","","NÃO INF.","N","N","NÃO INF."
"11/10/2011","20:30","Barra do Ribeiro","1486","Estadual","Rodovia","RS 709","6","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"03/09/2011","21:45","Barra do Ribeiro","1215","Federal","Rodovia","BR 116","324,3","Colisão","Homicídio De Trânsito","","","","","","","",""
"18/12/2011","18:40","Barracão","523","Federal","Rodovia","BR 470","","Tombamento","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"30/07/2011","19:15","Barros Cassal","512","Municipal","Avenida","ZEFERINO BARBOSA","","Colisão","Homicídio De Trânsito","","","30/07/2011","","","","",""
"26/03/2011","23:30","Barros Cassal","1665","Municipal","Estrada","LINHA CERCA VELHA","","Outro","Homicídio De Trânsito","","","26/03/2011","","","","",""
"29/06/2011","00:00","Benjamin Constant do Sul","269 / 610499","Municipal","Estrada","LINHA PALMEIRA","","Não Informado","Lesão De Trânsito","","","15/07/2011","8371","","","",""
"23/08/2011","12:30","Bento Gonçalves","9217","Estadual","Rodovia","RS 444","1","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"23/01/2011","19:10","Bento Gonçalves","910","Estadual","Rodovia","RS 444","15","Tombamento","Homicídio De Trânsito","","","","","","","",""
"13/07/2011","21:10","Bento Gonçalves","7775","Estadual","Rodovia","RS 470","219","Colisão Lateral","Homicídio De Trânsito","","","13/07/2011","","","","",""
"16/06/2011","08:00","Bento Gonçalves","6725","Estadual","Rodovia","RS 470","205","Colisão","Lesão Corporal Culposa","","","","","","","",""
"01/04/2011","14:00","Bento Gonçalves","3703","Estadual","Rodovia","RS 470","212","Colisão","Homicídio De Trânsito","","","","","","","",""
"22/03/2011","17:10","Bento Gonçalves","3331 / 424287","Municipal","Rua","CARLOS DREHER NETO","1680","Colisão","Homicídio De Trânsito","","","23/03/2011","3332","","","",""
"10/03/2011","20:30","Bento Gonçalves","2846","Estadual","Rodovia","RS 470","218","Colisão","Homicídio De Trânsito","","","10/03/2011","","","","",""
"11/12/2011","18:30","Bento Gonçalves","13352","Estadual","Rodovia","RS 431","9","Capotagem","Acidente De Trânsito Com Danos Materiais","","","11/12/2011","","NÃO INF.","N","N","NÃO INF."
"09/12/2011","16:50","Bento Gonçalves","13288","Municipal","Rua","PORTO ALEGRE","131","Colisão","Homicídio De Trânsito","","","09/12/2011","","NÃO INF.","NÃO INF.","N","NÃO INF."
"04/11/2011","11:50","Bento Gonçalves","11944","Estadual","Rodovia","RS 431","9","Atropelamento","Lesão De Trânsito","","","07/11/2011","12046","NÃO INF.","NÃO INF.","N","NÃO INF."
"22/10/2011","15:00","Bento Gonçalves","11479","Municipal","Rua","JOSE CAVALHEIRO FARINA","191","Colisão Lateral","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"20/10/2011","14:25","Bento Gonçalves","11428 / 424298","Municipal","Rua","SENADOR SALGADO FILHO","440","Atropelamento","Lesão De Trânsito","","","22/10/2011","11418","NÃO INF.","N","N","NÃO INF."
"27/09/2011","19:40","Bento Gonçalves","10549","Estadual","Rodovia","RS 470","201","Tombamento","Homicídio De Trânsito","","","","","","","",""
"22/09/2011","17:20","Bento Gonçalves","10361","Estadual","Rodovia","RS 444","5","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"05/11/2011","00:00","Boa Vista do Buricá","472","Federal","Rodovia","BR 472","116","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"09/01/2011","17:05","Bom Princípio","18","Estadual","Rodovia","RS 122","27","Choque Com Objeto Fixo","Homicídio De Trânsito","","","09/01/2011","","NÃO INF.","NÃO INF.","N","NÃO INF."
"21/01/2011","17:30","Bom Princípio","104","Municipal","","","","Colisão","Lesão De Trânsito","","","19/02/2011","6452","","","",""
"02/01/2011","01:30","Boqueirão do Leão","1","Municipal","Estrada","LINHA SETE LEGUAS","","Outro","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"21/01/2011","12:50","Bossoroca","14","Estadual","Rodovia","RS 168","40","Colisão","Homicídio De Trânsito","","","21/01/2011","","","","",""
"21/08/2011","07:40","Bozano","7474","Federal","Rodovia","BR 285","442,95","Colisão","Homicídio De Trânsito","","","08/09/2011","8058","","","",""
"19/04/2011","00:45","Bozano","3477","Federal","Rodovia","BR 285","450,2","Colisão","Homicídio De Trânsito","","","","","","","",""
"24/06/2011","19:00","Brochier","4055","Estadual","Rodovia","RS 411","12","Colisão","Homicídio De Trânsito","","","","","","","",""
"09/01/2011","21:32","Brochier","326/ 943963","Municipal","Rua","JOSE GUILHERME SCHNEIDER","967","Atropelamento","Lesão De Trânsito","","","02/02/2011","1952","","","",""
"21/05/2011","11:45","Butiá","747","Federal","Rodovia","BR 290","174,1","Colisão","Homicídio De Trânsito","","","","","","","",""
"08/01/2011","18:20","Butiá","67","Federal","Rodovia","BR 290","163,2","Tombamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"10/04/2011","20:00","Butiá","531","Federal","Rodovia","BR 290","178,1","Capotagem","Homicídio De Trânsito","","","","","","","",""
"17/12/2011","03:40","Butiá","2070","Federal","Rodovia","BR 290","174,7","Choque Com Objeto Fixo","Outros Acidentes","","","","","NÃO INF.","N","N","S"
"13/11/2011","06:10","Butiá","1728","Federal","Rodovia","BR 290","178,7","Outro","Homicídio De Trânsito","","0,3","","","S","N","N","NÃO INF."
"26/03/2011","08:45","Caçapava do Sul","789","Federal","Rodovia","BR 392","153","Colisão","Outros Crimes","","","","","","","",""
"09/05/2011","10:20","Caçapava do Sul","3893","Municipal","Rua","BENTO GONCALVES","","Atropelamento","Lesão Corporal Seguida De Morte","","","20/05/2011","","","","",""
"13/10/2011","19:25","Triunfo","2569","Federal","Rodovia","BR 386","387","Colisão","Homicídio De Trânsito","","","","","N","NÃO INF.","S","S"
"15/01/2011","00:30","Triunfo","130","Estadual","Rodovia","RS 124","3,3","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"07/02/2011","18:00","Tunas","134","Municipal","Estrada","LINHA RINCAO COMPRIDO","1","Tombamento","Homicídio De Trânsito","","","","","","","",""
"17/09/2011","17:30","Tupanciretã","1651","Municipal","Rua","SERAFIM BRAVO","","Atropelamento","Homicídio De Trânsito","","","17/09/2011","","","","",""
"14/01/2011","19:05","Tupandi","64","Municipal","Avenida","SALVADOR","517","Tombamento","Fato, Em Tese, Atípico","","","","","","","",""
"29/07/2011","10:35","Tuparendi","348","Estadual","Rodovia","RS 344","","Tombamento","Homicídio De Trânsito","","","","","","","",""
"03/04/2011","20:00","Tuparendi","152","Estadual","Rodovia","RS 305","1","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"13/04/2011","18:40","Turuçu","9922","Federal","Rodovia","BR 116","481,7","Colisão","Lesão Corporal Culposa","","","16/04/2011","10091","","","",""
"24/01/2011","08:40","Uruguaiana","984","Federal","Rodovia","BR 290","703,8","Capotagem","Homicídio De Trânsito","","","","","","","",""
"08/08/2011","19:00","Uruguaiana","8552","Municipal","Avenida","PRESIDENTE VARGAS","","Não Informado","Lesão De Trânsito","","","15/08/2011","8842","","","",""
"11/07/2011","08:00","Uruguaiana","7504","Federal","Rodovia","BR 472","164","Outro","Homicídio De Trânsito","","","11/07/2011","","","","",""
"26/04/2011","20:40","Uruguaiana","4603","Federal","Rodovia","BR 472","572,4","Colisão","Lesão De Trânsito","","","26/04/2011","4651","","","",""
"17/04/2011","00:00","Uruguaiana","4265","Municipal","Rua","SETE DE SETEMBRO","2550","Atropelamento","Homicídio De Trânsito","","","17/04/2011","","","","",""
"09/01/2011","05:00","Uruguaiana","340","Municipal","Rua","SANTANA","","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"09/02/2011","20:15","Uruguaiana","1704","Federal","Rodovia","BR 472","553,1","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"02/12/2011","17:00","Uruguaiana","13172","Municipal","","","","Outro","Homicídio De Trânsito","","","04/12/2011","","NÃO INF.","N","N","NÃO INF."
"20/11/2011","21:15","Uruguaiana","12590","Federal","Rodovia","BR 290","685","Capotagem","Homicídio De Trânsito","","0,52","","","S","N","S","NÃO INF."
"29/01/2011","10:30","Uruguaiana","1223","Federal","Rodovia","BR 472","","Colisão","Lesão De Trânsito","","","30/01/2011","1252","","","",""
"02/11/2011","20:40","Uruguaiana","11923","Municipal","Rua","DOMIGOS DE ALMEIDA","3525","Colisão","Homicídio De Trânsito","","","02/11/2011","","NÃO INF.","N","N","NÃO INF."
"28/01/2011","18:00","Uruguaiana","1182","Municipal","Rua","FERRARI VALLS","2504","Atropelamento","Homicídio De Trânsito","","","30/01/2011","1273","","","",""
"27/09/2011","21:15","Uruguaiana","10594","Municipal","Avenida","MARECHAL SETEMBRINO CARVALHO","2448","Tombamento","Homicídio De Trânsito","","","27/09/2011","","","","",""
"21/12/2011","13:20","Vacaria","9787","Municipal","Avenida","MILITAR","3118","Colisão Lateral","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"31/10/2011","01:00","Vacaria","8363","Federal","Rodovia","BR 116","0,7","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"29/01/2011","00:10","Vacaria","833","Federal","Rodovia","BR 116","41","Atropelamento","Outros Crimes","","0","","","N","NÃO INF.","N","NÃO INF."
"28/10/2011","22:10","Vacaria","8326","Federal","Rodovia","BR 116","45,8","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"01/10/2011","22:00","Vacaria","7536","Federal","Rodovia","BR 116","42,7","Capotagem","Homicídio De Trânsito","","","","","","","",""
"24/09/2011","16:30","Vacaria","7382","Federal","Rodovia","BR 285","127,4","Colisão","Homicídio De Trânsito","","","","","","","",""
"02/09/2011","19:10","Vacaria","6806","Municipal","Rua","CAMPOS SALLES","1169","Colisão Lateral","Homicídio De Trânsito","","","04/09/2011","","","","",""
"13/08/2011","11:00","Vacaria","6335","Federal","Rodovia","BR 116","25,9","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"16/01/2011","15:15","Vacaria","554","Federal","Rodovia","BR 116","38,4","Colisão","Lesão De Trânsito","","","29/01/2011","832","","","",""
"14/07/2011","23:20","Vacaria","5497","Federal","Rodovia","BR 116","7,7","Colisão","Homicídio","","","14/07/2011","","","","",""
"13/06/2011","18:30","Vacaria","4650","Federal","Rodovia","BR 116","","Atropelamento","Homicídio De Trânsito","","","13/06/2011","","","","",""
"30/05/2011","00:00","Vacaria","4219","Federal","Rodovia","BR 285","1500","Atropelamento","Homicídio","","","30/05/2011","","","","",""
"16/05/2011","10:20","Vacaria","3873","Municipal","Avenida","MOREIRA PAZ","300","Atropelamento","Lesão De Trânsito","","","17/05/2011","","","","",""
"10/05/2011","20:30","Vacaria","3747","Federal","Rodovia","BR 116","56","Colisão","Homicídio De Trânsito","","","","","","","",""
"26/04/2011","19:30","Vacaria","3352","Municipal","Rua","JULIO DE CASTILHOS","4749","Atropelamento","Encontro De Cadáver","","","","","","","",""
"10/01/2011","12:20","Vacaria","297","Municipal","Rua","GANA","124","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"23/03/2011","21:00","Vacaria","2353","Federal","Rodovia","BR 285","122","Colisão","Homicídio De Trânsito","","","23/03/2011","","","","",""
"20/02/2011","14:00","Vacaria","1451","Federal","Rodovia","BR 285","96","Colisão","Homicídio De Trânsito","","","","","","","",""
"12/12/2011","16:20","Vale do Sol","14589","Estadual","Rodovia","RS 153","302","Tombamento","Homicídio De Trânsito","","","13/12/2011","14598","NÃO INF.","NÃO INF.","N","NÃO INF."
"22/10/2011","19:00","Vale Real","401","Municipal","Estrada","DA UVA","","Colisão","Lesão Corporal Culposa","","","23/10/2011","37751","NÃO INF.","N","N","S"
"02/04/2011","13:28","Vale Real","335","Estadual","Rodovia","RS 452","13","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"02/06/2011","19:30","Vale Real","202","Estadual","Rodovia","RS 452","18","Colisão","Homicídio De Trânsito","","","","","","","",""
"27/05/2011","18:15","Vale Real","195","Estadual","Rodovia","RS 452","","Atropelamento","Homicídio De Trânsito","","","27/05/2011","","","","",""
"30/03/2011","19:45","Vale Real","106","Estadual","Rodovia","RS 452","","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"17/12/2011","16:00","Venâncio Aires","5455","Estadual","Rodovia","RS 287","","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"04/12/2011","03:40","Venâncio Aires","5217","Municipal","Avenida","DAS INDUSTRIAS","","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"11/11/2011","17:50","Venâncio Aires","4927","Estadual","Rodovia","RS 287","60","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"28/09/2011","20:00","Venâncio Aires","4262","Estadual","Rodovia","RS 287","65","Colisão","Homicídio De Trânsito","","","","","","","",""
"23/01/2011","21:15","Venâncio Aires","387","Estadual","Rodovia","RS 287","81","Colisão","Homicídio De Trânsito","","","24/01/2011","","","","",""
"28/08/2011","23:00","Venâncio Aires","3815","Estadual","Rodovia","RS 453","1","Choque Com Objeto Fixo","Homicídio De Trânsito","","","28/08/2011","","","","",""
"26/08/2011","19:00","Venâncio Aires","3796","Estadual","Rodovia","RS 287","","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"22/08/2011","17:30","Venâncio Aires","3724","Municipal","Rua","SALVADOR STEIN GOULART","2883","Colisão","Fuga Do Local De Acidente","","","26/08/2011","3803","","","",""
"11/08/2011","22:00","Venâncio Aires","3568","Municipal","Estrada","LINHA BEM FEITA","","Atropelamento","Homicídio De Trânsito","","","11/08/2011","","NÃO INF.","NÃO INF.","N","NÃO INF."
"08/08/2011","16:30","Venâncio Aires","3520","Estadual","Rodovia","RS 287","","Colisão","Homicídio De Trânsito","","","","","","","",""
"19/06/2011","20:20","Venâncio Aires","2747","Estadual","Rodovia","RS 453","5","Colisão","Homicídio De Trânsito","","","","","","","",""
"05/05/2011","07:30","Venâncio Aires","2233 / 112966","Estadual","Rodovia","RS 422","67","Colisão","Lesão De Trânsito","","","10/05/2011","2174","","","",""
